"Floor Space Completed, Accumulated(10000 sq.m)",Province,Date,Building Type,"Floor Space Sold, Accumulated(10000 sq.m)",Floor Space Completed (10000 sq.m),Floor Space Sold(10000 sq.m),Proportion
48.27,Anhui,2020/02,Commercialized Buildings Sold,481.07,,,
127.9,Anhui,2020/03,Commercialized Buildings Sold,1355.77,79.63,874.7,0.091036927
185.86,Anhui,2020/04,Commercialized Buildings Sold,2088.9,57.96,733.13,0.079058284
268.16,Anhui,2020/05,Commercialized Buildings Sold,2882.55,82.3,793.65,0.103698104
398.59,Anhui,2020/06,Commercialized Buildings Sold,4075.96,130.43,1193.41,0.109291861
467.78,Anhui,2020/07,Commercialized Buildings Sold,4850.66,69.19,774.7,0.089311992
522.75,Anhui,2020/08,Commercialized Buildings Sold,5675.79,54.97,825.13,0.066619805
616.1,Anhui,2020/09,Commercialized Buildings Sold,6612.86,93.35,937.07,0.099619025
674.71,Anhui,2020/10,Commercialized Buildings Sold,7428.01,58.61,815.15,0.071900877
765.37,Anhui,2020/11,Commercialized Buildings Sold,8270.7,90.66,842.69,0.107584046
927.67,Anhui,2020/12,Commercialized Buildings Sold,9534.13,162.3,1263.43,0.128459828
,Anhui,2021/01,Commercialized Buildings Sold,,,,
100.44,Anhui,2021/02,Commercialized Buildings Sold,1236.7,,,
208.28,Anhui,2021/03,Commercialized Buildings Sold,2438.96,107.84,1202.26,0.089697736
273.21,Anhui,2021/04,Commercialized Buildings Sold,3294.85,64.93,855.89,0.075862552
353.87,Anhui,2021/05,Commercialized Buildings Sold,4297,80.66,1002.15,0.080486953
463.76,Anhui,2021/06,Commercialized Buildings Sold,5609.97,109.89,1312.97,0.083695743
532.45,Anhui,2021/07,Commercialized Buildings Sold,6373.11,68.69,763.14,0.090009697
600.8,Anhui,2021/08,Commercialized Buildings Sold,7166.04,68.35,792.93,0.086199286
699.07,Anhui,2021/09,Commercialized Buildings Sold,8100.1,98.27,934.06,0.105207374
766.65,Anhui,2021/10,Commercialized Buildings Sold,8710.96,67.58,610.86,0.110630914
930.86,Anhui,2021/11,Commercialized Buildings Sold,9503.58,164.21,792.62,0.207173677
1077.65,Anhui,2021/12,Commercialized Buildings Sold,10460.9,146.79,957.32,0.153334308
,Anhui,2022/01,Commercialized Buildings Sold,,,,
187.55,Anhui,2022/02,Commercialized Buildings Sold,1112.29,,,
362.09,Anhui,2022/03,Commercialized Buildings Sold,2049.01,174.54,936.72,0.186331027
470.12,Anhui,2022/04,Commercialized Buildings Sold,2536.06,108.03,487.05,0.221804743
558.2,Anhui,2022/05,Commercialized Buildings Sold,3136.26,88.08,600.2,0.146751083
758.98,Anhui,2022/06,Commercialized Buildings Sold,4269.32,200.78,1133.06,0.17720156
825.74,Anhui,2022/07,Commercialized Buildings Sold,4823.39,66.76,554.07,0.120490191
882.77,Anhui,2022/08,Commercialized Buildings Sold,5309.65,57.03,486.26,0.117282935
30.75,Anhui,2020/02,Commercialized Residential Buildings Sold,439.8,,,
84.57,Anhui,2020/03,Commercialized Residential Buildings Sold,1239.6,53.82,799.8,0.067291823
127.14,Anhui,2020/04,Commercialized Residential Buildings Sold,1921,42.57,681.4,0.062474318
191.87,Anhui,2020/05,Commercialized Residential Buildings Sold,2642.31,64.73,721.31,0.089739502
277.12,Anhui,2020/06,Commercialized Residential Buildings Sold,3716.82,85.25,1074.51,0.079338489
319.3,Anhui,2020/07,Commercialized Residential Buildings Sold,4413.34,42.18,696.52,0.060558204
360.17,Anhui,2020/08,Commercialized Residential Buildings Sold,5174.16,40.87,760.82,0.053718357
435.06,Anhui,2020/09,Commercialized Residential Buildings Sold,6045.89,74.89,871.73,0.085909628
478.41,Anhui,2020/10,Commercialized Residential Buildings Sold,6805.37,43.35,759.48,0.057078527
545.31,Anhui,2020/11,Commercialized Residential Buildings Sold,7575.25,66.9,769.88,0.086896659
664.05,Anhui,2020/12,Commercialized Residential Buildings Sold,8695.35,118.74,1120.1,0.106008392
,Anhui,2021/01,Commercialized Residential Buildings Sold,,,,
77.53,Anhui,2021/02,Commercialized Residential Buildings Sold,1165.93,,,
158.63,Anhui,2021/03,Commercialized Residential Buildings Sold,2292.81,81.1,1126.88,0.071968621
206.64,Anhui,2021/04,Commercialized Residential Buildings Sold,3089.91,48.01,797.1,0.060230837
271.62,Anhui,2021/05,Commercialized Residential Buildings Sold,4034.83,64.98,944.92,0.068767726
348.69,Anhui,2021/06,Commercialized Residential Buildings Sold,5219.32,77.07,1184.49,0.065065978
402.49,Anhui,2021/07,Commercialized Residential Buildings Sold,5925.35,53.8,706.03,0.076200728
455.07,Anhui,2021/08,Commercialized Residential Buildings Sold,6650.54,52.58,725.19,0.072505137
531.75,Anhui,2021/09,Commercialized Residential Buildings Sold,7490.03,76.68,839.49,0.091341171
574.5,Anhui,2021/10,Commercialized Residential Buildings Sold,8039.5,42.75,549.47,0.077802246
683.35,Anhui,2021/11,Commercialized Residential Buildings Sold,8691.69,108.85,652.19,0.166899216
773.41,Anhui,2021/12,Commercialized Residential Buildings Sold,9507.67,90.06,815.98,0.110370352
,Anhui,2022/01,Commercialized Residential Buildings Sold,,,,
134.91,Anhui,2022/02,Commercialized Residential Buildings Sold,989.69,,,
263.68,Anhui,2022/03,Commercialized Residential Buildings Sold,1788.27,128.77,798.58,0.161248716
336.17,Anhui,2022/04,Commercialized Residential Buildings Sold,2192.01,72.49,403.74,0.179546243
415.2,Anhui,2022/05,Commercialized Residential Buildings Sold,2718.38,79.03,526.37,0.150141535
542.74,Anhui,2022/06,Commercialized Residential Buildings Sold,3643.33,127.54,924.95,0.137888535
593.43,Anhui,2022/07,Commercialized Residential Buildings Sold,4150.36,50.69,507.03,0.09997436
623.51,Anhui,2022/08,Commercialized Residential Buildings Sold,4577.11,30.08,426.75,0.070486233
11.26,Beijing,2020/02,Commercialized Buildings Sold,58.3,,,
17.25,Beijing,2020/03,Commercialized Buildings Sold,86.67,5.99,28.37,0.211138527
40.99,Beijing,2020/04,Commercialized Buildings Sold,164.77,23.74,78.1,0.30396927
61.06,Beijing,2020/05,Commercialized Buildings Sold,228.64,20.07,63.87,0.314232034
81.92,Beijing,2020/06,Commercialized Buildings Sold,296.29,20.86,67.65,0.308351811
108.59,Beijing,2020/07,Commercialized Buildings Sold,390.37,26.67,94.08,0.283482143
129.35,Beijing,2020/08,Commercialized Buildings Sold,489.31,20.76,98.94,0.209824136
172.95,Beijing,2020/09,Commercialized Buildings Sold,606.38,43.6,117.07,0.372426753
190.35,Beijing,2020/10,Commercialized Buildings Sold,670.88,17.4,64.5,0.269767442
215.17,Beijing,2020/11,Commercialized Buildings Sold,760.33,24.82,89.45,0.277473449
267.04,Beijing,2020/12,Commercialized Buildings Sold,970.88,51.87,210.55,0.246354785
,Beijing,2021/01,Commercialized Buildings Sold,,,,
41.96,Beijing,2021/02,Commercialized Buildings Sold,119.38,,,
64.41,Beijing,2021/03,Commercialized Buildings Sold,216.54,22.45,97.16,0.231062166
86.31,Beijing,2021/04,Commercialized Buildings Sold,297.83,21.9,81.29,0.269405831
106.87,Beijing,2021/05,Commercialized Buildings Sold,379.49,20.56,81.66,0.251775655
134.89,Beijing,2021/06,Commercialized Buildings Sold,488.75,28.02,109.26,0.256452499
168.91,Beijing,2021/07,Commercialized Buildings Sold,603.56,34.02,114.81,0.296315652
188.01,Beijing,2021/08,Commercialized Buildings Sold,674.8,19.1,71.24,0.268107805
216.97,Beijing,2021/09,Commercialized Buildings Sold,777.38,28.96,102.58,0.282316241
242.23,Beijing,2021/10,Commercialized Buildings Sold,862.02,25.26,84.64,0.298440454
267.11,Beijing,2021/11,Commercialized Buildings Sold,937.57,24.88,75.55,0.329318332
299.1,Beijing,2021/12,Commercialized Buildings Sold,1107.07,31.99,169.5,0.188731563
,Beijing,2022/01,Commercialized Buildings Sold,,,,
37.17,Beijing,2022/02,Commercialized Buildings Sold,91.97,,,
61.4,Beijing,2022/03,Commercialized Buildings Sold,192.64,24.23,100.67,0.240687394
80.43,Beijing,2022/04,Commercialized Buildings Sold,252.93,19.03,60.29,0.315641068
102.69,Beijing,2022/05,Commercialized Buildings Sold,315.67,22.26,62.74,0.354797577
146.4,Beijing,2022/06,Commercialized Buildings Sold,446.11,43.71,130.44,0.335096596
168.56,Beijing,2022/07,Commercialized Buildings Sold,533.91,22.16,87.8,0.2523918
201.65,Beijing,2022/08,Commercialized Buildings Sold,618.14,33.09,84.23,0.392852903
6.16,Beijing,2020/02,Commercialized Residential Buildings Sold,33.26,,,
9.58,Beijing,2020/03,Commercialized Residential Buildings Sold,57.04,3.42,23.78,0.143818335
16.35,Beijing,2020/04,Commercialized Residential Buildings Sold,107.7,6.77,50.66,0.133636005
28,Beijing,2020/05,Commercialized Residential Buildings Sold,159.5,11.65,51.8,0.224903475
39.93,Beijing,2020/06,Commercialized Residential Buildings Sold,213.09,11.93,53.59,0.22261616
50.12,Beijing,2020/07,Commercialized Residential Buildings Sold,281.49,10.19,68.4,0.148976608
67.49,Beijing,2020/08,Commercialized Residential Buildings Sold,371.43,17.37,89.94,0.193128753
101.69,Beijing,2020/09,Commercialized Residential Buildings Sold,474.43,34.2,103,0.332038835
112.49,Beijing,2020/10,Commercialized Residential Buildings Sold,525.99,10.8,51.56,0.209464701
129.27,Beijing,2020/11,Commercialized Residential Buildings Sold,597.68,16.78,71.69,0.234063328
154.07,Beijing,2020/12,Commercialized Residential Buildings Sold,733.59,24.8,135.91,0.182473696
,Beijing,2021/01,Commercialized Residential Buildings Sold,,,,
30.31,Beijing,2021/02,Commercialized Residential Buildings Sold,101.14,,,
44.7,Beijing,2021/03,Commercialized Residential Buildings Sold,183.43,14.39,82.29,0.174869364
59.93,Beijing,2021/04,Commercialized Residential Buildings Sold,250.16,15.23,66.73,0.228233178
73.31,Beijing,2021/05,Commercialized Residential Buildings Sold,320.64,13.38,70.48,0.18984109
92.41,Beijing,2021/06,Commercialized Residential Buildings Sold,412.19,19.1,91.55,0.208629164
118.12,Beijing,2021/07,Commercialized Residential Buildings Sold,508.39,25.71,96.2,0.267255717
130.86,Beijing,2021/08,Commercialized Residential Buildings Sold,563.77,12.74,55.38,0.230046948
141.52,Beijing,2021/09,Commercialized Residential Buildings Sold,638.86,10.66,75.09,0.141962978
154.9,Beijing,2021/10,Commercialized Residential Buildings Sold,701.99,13.38,63.13,0.211943608
167.2,Beijing,2021/11,Commercialized Residential Buildings Sold,754.71,12.3,52.72,0.233308042
183.02,Beijing,2021/12,Commercialized Residential Buildings Sold,877.1,15.82,122.39,0.129258926
,Beijing,2022/01,Commercialized Residential Buildings Sold,,,,
21.44,Beijing,2022/02,Commercialized Residential Buildings Sold,69.62,,,
30.63,Beijing,2022/03,Commercialized Residential Buildings Sold,137.56,9.19,67.94,0.135266412
41.88,Beijing,2022/04,Commercialized Residential Buildings Sold,185.36,11.25,47.8,0.235355649
52.41,Beijing,2022/05,Commercialized Residential Buildings Sold,232.22,10.53,46.86,0.224711908
74.91,Beijing,2022/06,Commercialized Residential Buildings Sold,329.88,22.5,97.66,0.230391153
86.24,Beijing,2022/07,Commercialized Residential Buildings Sold,400.68,11.33,70.8,0.160028249
99.18,Beijing,2022/08,Commercialized Residential Buildings Sold,449.95,12.94,49.27,0.262634463
52,Chongqing,2020/02,Commercialized Buildings Sold,322.24,,,
169.56,Chongqing,2020/03,Commercialized Buildings Sold,943.4,117.56,621.16,0.189258806
241.67,Chongqing,2020/04,Commercialized Buildings Sold,1340.29,72.11,396.89,0.181687621
373.21,Chongqing,2020/05,Commercialized Buildings Sold,2002.16,131.54,661.87,0.198739934
509.82,Chongqing,2020/06,Commercialized Buildings Sold,2728.33,136.61,726.17,0.188123993
585.72,Chongqing,2020/07,Commercialized Buildings Sold,3185.15,75.9,456.82,0.166148592
641.59,Chongqing,2020/08,Commercialized Buildings Sold,3650.31,55.87,465.16,0.12010921
784.09,Chongqing,2020/09,Commercialized Buildings Sold,4317.6,142.5,667.29,0.21355033
874.06,Chongqing,2020/10,Commercialized Buildings Sold,4845.64,89.97,528.04,0.170384819
955.1,Chongqing,2020/11,Commercialized Buildings Sold,5351.87,81.04,506.23,0.160085337
1060.66,Chongqing,2020/12,Commercialized Buildings Sold,6143.47,105.56,791.6,0.133350177
,Chongqing,2021/01,Commercialized Buildings Sold,,,,
125.42,Chongqing,2021/02,Commercialized Buildings Sold,642.47,,,
246.66,Chongqing,2021/03,Commercialized Buildings Sold,1385.24,121.24,742.77,0.16322684
306.76,Chongqing,2021/04,Commercialized Buildings Sold,1890.81,60.1,505.57,0.118875724
398.05,Chongqing,2021/05,Commercialized Buildings Sold,2544.22,91.29,653.41,0.139713197
525.42,Chongqing,2021/06,Commercialized Buildings Sold,3355.46,127.37,811.24,0.157006558
591.87,Chongqing,2021/07,Commercialized Buildings Sold,3789.14,66.45,433.68,0.153223575
659.81,Chongqing,2021/08,Commercialized Buildings Sold,4155.4,67.94,366.26,0.185496642
829.04,Chongqing,2021/09,Commercialized Buildings Sold,4763.7,169.23,608.3,0.278201545
905.89,Chongqing,2021/10,Commercialized Buildings Sold,5139.03,76.85,375.33,0.204753151
1034.6,Chongqing,2021/11,Commercialized Buildings Sold,5536.56,128.71,397.53,0.323774306
1223.6,Chongqing,2021/12,Commercialized Buildings Sold,6197.71,189,661.15,0.285865537
,Chongqing,2022/01,Commercialized Buildings Sold,,,,
129.57,Chongqing,2022/02,Commercialized Buildings Sold,564.14,,,
326.01,Chongqing,2022/03,Commercialized Buildings Sold,1303.64,196.44,739.5,0.265638945
420.71,Chongqing,2022/04,Commercialized Buildings Sold,1718.96,94.7,415.32,0.228016951
554.23,Chongqing,2022/05,Commercialized Buildings Sold,2120.53,133.52,401.57,0.332494957
794.42,Chongqing,2022/06,Commercialized Buildings Sold,2822.76,240.19,702.23,0.342038933
881.67,Chongqing,2022/07,Commercialized Buildings Sold,3090.52,87.25,267.76,0.325851509
969.82,Chongqing,2022/08,Commercialized Buildings Sold,3364.66,88.15,274.14,0.321551032
24.73,Chongqing,2020/02,Commercialized Residential Buildings Sold,264.18,,,
66.63,Chongqing,2020/03,Commercialized Residential Buildings Sold,735.71,41.9,471.53,0.08885967
85.06,Chongqing,2020/04,Commercialized Residential Buildings Sold,1040.81,18.43,305.1,0.060406424
128.91,Chongqing,2020/05,Commercialized Residential Buildings Sold,1551.12,43.85,510.31,0.085928161
186.97,Chongqing,2020/06,Commercialized Residential Buildings Sold,2110.77,58.06,559.65,0.103743411
215.02,Chongqing,2020/07,Commercialized Residential Buildings Sold,2485.04,28.05,374.27,0.074945895
228.75,Chongqing,2020/08,Commercialized Residential Buildings Sold,2874.9,13.73,389.86,0.03521777
264.55,Chongqing,2020/09,Commercialized Residential Buildings Sold,3355.91,35.8,481.01,0.074426727
302.88,Chongqing,2020/10,Commercialized Residential Buildings Sold,3786.89,38.33,430.98,0.088936842
329.46,Chongqing,2020/11,Commercialized Residential Buildings Sold,4175.17,26.58,388.28,0.068455754
363.82,Chongqing,2020/12,Commercialized Residential Buildings Sold,4814.49,34.36,639.32,0.053744604
,Chongqing,2021/01,Commercialized Residential Buildings Sold,,,,
55.4,Chongqing,2021/02,Commercialized Residential Buildings Sold,534.51,,,
114.81,Chongqing,2021/03,Commercialized Residential Buildings Sold,1156.74,59.41,622.23,0.095479164
145.63,Chongqing,2021/04,Commercialized Residential Buildings Sold,1602.33,30.82,445.59,0.069166723
196.1,Chongqing,2021/05,Commercialized Residential Buildings Sold,2176.02,50.47,573.69,0.087974342
250.31,Chongqing,2021/06,Commercialized Residential Buildings Sold,2849.46,54.21,673.44,0.080497149
276.3,Chongqing,2021/07,Commercialized Residential Buildings Sold,3207.57,25.99,358.11,0.072575466
307.66,Chongqing,2021/08,Commercialized Residential Buildings Sold,3507.73,31.36,300.16,0.104477612
344.44,Chongqing,2021/09,Commercialized Residential Buildings Sold,3904.02,36.78,396.29,0.09281082
377.23,Chongqing,2021/10,Commercialized Residential Buildings Sold,4185.46,32.79,281.44,0.116507959
444.87,Chongqing,2021/11,Commercialized Residential Buildings Sold,4480.9,67.64,295.44,0.228946656
525.5,Chongqing,2021/12,Commercialized Residential Buildings Sold,4945.42,80.63,464.52,0.173577026
,Chongqing,2022/01,Commercialized Residential Buildings Sold,,,,
50.78,Chongqing,2022/02,Commercialized Residential Buildings Sold,420.99,,,
107.61,Chongqing,2022/03,Commercialized Residential Buildings Sold,917.73,56.83,496.74,0.114405927
143.93,Chongqing,2022/04,Commercialized Residential Buildings Sold,1230.26,36.32,312.53,0.116212844
191.76,Chongqing,2022/05,Commercialized Residential Buildings Sold,1511.65,47.83,281.39,0.169977611
267.8,Chongqing,2022/06,Commercialized Residential Buildings Sold,1911.72,76.04,400.07,0.190066738
294.19,Chongqing,2022/07,Commercialized Residential Buildings Sold,2078.37,26.39,166.65,0.158355836
314.99,Chongqing,2022/08,Commercialized Residential Buildings Sold,2244.97,20.8,166.6,0.12484994
33084.32,Country,2019/09,Commercialized Residential,104649.72,,,
38474.17,Country,2019/10,Commercialized Residential,117132.5,5389.85,12482.78,0.43
45274.19,Country,2019/11,Commercialized Residential,130805.13,6800.02,13672.63,0.5
68011.11,Country,2019/12,Commercialized Residential,150144.32,22736.92,19339.19,1.18
,Country,2020/01,Commercialized Residential,,,,
6760.93,Country,2020/02,Commercialized Residential,7488.95,6760.93,7488.95,0.9
10927.81,Country,2020/03,Commercialized Residential,19234.77,4166.88,11745.82,0.35
13709.33,Country,2020/04,Commercialized Residential,29916.18,2781.52,10681.41,0.26
16775.43,Country,2020/05,Commercialized Residential,42941.34,3066.1,13025.16,0.24
20680.37,Country,2020/06,Commercialized Residential,61119.34,3904.94,18178,0.21
23685.14,Country,2020/07,Commercialized Residential,73838.09,3004.77,12718.75,0.24
26498.31,Country,2020/08,Commercialized Residential,87200.45,2813.17,13362.36,0.21
29597.21,Country,2020/09,Commercialized Residential,103614.21,3098.9,16413.76,0.19
35442.72,Country,2020/10,Commercialized Residential,118092.09,5845.51,14477.88,0.4
42654.98,Country,2020/11,Commercialized Residential,133307.31,7212.26,15215.22,0.47
65910.03,Country,2020/12,Commercialized Residential,154878.47,23255.05,21571.16,1.08
,Country,2021/01,Commercialized Residential,,,,
9862.01,Country,2021/02,Commercialized Residential,15609.34,9862.01,15609.34,0.63
13887.57,Country,2021/03,Commercialized Residential,32331.64,4025.56,16722.3,0.24
16551.23,Country,2021/04,Commercialized Residential,45203.14,2663.66,12871.5,0.21
19880.26,Country,2021/05,Commercialized Residential,59693,3329.03,14489.86,0.23
26253.82,Country,2021/06,Commercialized Residential,79081.42,6373.56,19388.42,0.33
30125.2,Country,2021/07,Commercialized Residential,90597.93,3871.38,11516.51,0.34
33771.05,Country,2021/08,Commercialized Residential,101606.71,3645.85,11008.78,0.33
36816.18,Country,2021/09,Commercialized Residential,115431.87,3045.13,13825.16,0.22
41415.46,Country,2021/10,Commercialized Residential,126419.25,4599.28,10987.38,0.42
49582.28,Country,2021/11,Commercialized Residential,139156.19,8166.82,12736.94,0.64
73016.2,Country,2021/12,Commercialized Residential,156532.17,23433.92,17375.98,1.35
,Country,2022/01,Commercialized Residential,,,,
8914.78,Country,2022/02,Commercialized Residential,13462.26,8914.78,13462.26,0.66
12322.65,Country,2022/03,Commercialized Residential,26304.59,3407.87,12842.33,0.27
14661.72,Country,2022/04,Commercialized Residential,33721.72,2339.07,7417.13,0.32
17049.73,Country,2022/05,Commercialized Residential,42902.6,2388.01,9180.88,0.26
20858.26,Country,2022/06,Commercialized Residential,58056.89,3808.53,15154.29,0.25
23279.5,Country,2022/07,Commercialized Residential,66087.03,2421.24,8030.14,0.3
26737.46,Country,2022/08,Commercialized Residential,74402.56,3457.96,8315.53,0.42
5532.58,Country,2019/09,Houses for Business Use,7002.39,,,
6336.17,Country,2019/10,Houses for Business Use,7776.61,803.59,774.22,1.04
7481.22,Country,2019/11,Houses for Business Use,8694.44,1145.05,917.83,1.25
10814.18,Country,2019/12,Houses for Business Use,10172.87,3332.96,1478.43,2.25
,Country,2020/01,Houses for Business Use,,,,
1036.69,Country,2020/02,Houses for Business Use,452.95,1036.69,452.95,2.29
1802.06,Country,2020/03,Houses for Business Use,1220.65,765.37,767.7,1
2151.1,Country,2020/04,Houses for Business Use,1827.98,349.04,607.33,0.57
2599.33,Country,2020/05,Houses for Business Use,2577.16,448.23,749.18,0.6
3082.29,Country,2020/06,Houses for Business Use,3658.83,482.96,1081.67,0.45
3484.9,Country,2020/07,Houses for Business Use,4310.23,402.61,651.4,0.62
3847.14,Country,2020/08,Houses for Business Use,4955.55,362.24,645.32,0.56
4198.15,Country,2020/09,Houses for Business Use,5929.47,351.01,973.92,0.36
4900.9,Country,2020/10,Houses for Business Use,6689.36,702.75,759.89,0.92
5773.57,Country,2020/11,Houses for Business Use,7729.61,872.67,1040.25,0.84
8620.62,Country,2020/12,Houses for Business Use,9288.46,2847.05,1558.85,1.83
,Country,2021/01,Houses for Business Use,,,,
1214.04,Country,2021/02,Houses for Business Use,753.73,1214.04,753.73,1.61
1764.46,Country,2021/03,Houses for Business Use,1524.59,550.42,770.86,0.71
2072.56,Country,2021/04,Houses for Business Use,2126.16,308.1,601.57,0.51
2558.77,Country,2021/05,Houses for Business Use,2789.29,486.21,663.13,0.73
3401.83,Country,2021/06,Houses for Business Use,3867.57,843.06,1078.28,0.78
3831.59,Country,2021/07,Houses for Business Use,4473.04,429.76,605.47,0.71
4229.81,Country,2021/08,Houses for Business Use,5059.01,398.22,585.97,0.68
4631.63,Country,2021/09,Houses for Business Use,5972.15,401.82,913.14,0.44
5133.58,Country,2021/10,Houses for Business Use,6651.22,501.95,679.07,0.74
6053.55,Country,2021/11,Houses for Business Use,7529.73,919.97,878.51,1.05
8717.91,Country,2021/12,Houses for Business Use,9045.55,2664.36,1515.82,1.76
,Country,2022/01,Houses for Business Use,,,,
995.17,Country,2022/02,Houses for Business Use,850.67,995.17,850.67,1.17
1449.88,Country,2022/03,Houses for Business Use,1860.22,454.71,1009.55,0.45
1741.65,Country,2022/04,Houses for Business Use,2389.39,291.77,529.17,0.55
2015.24,Country,2022/05,Houses for Business Use,3078.12,273.59,688.73,0.4
2369.42,Country,2022/06,Houses for Business Use,4210.38,354.18,1132.26,0.31
2673.83,Country,2022/07,Houses for Business Use,4749.82,304.41,539.44,0.56
3054.77,Country,2022/08,Houses for Business Use,5299.35,380.94,549.53,0.69
1739.7,Country,2019/09,Office Buildings,2623.72,,,
2033.69,Country,2019/10,Office Buildings,2866.1,293.99,242.38,1.21
2356.87,Country,2019/11,Office Buildings,3176.4,323.18,310.3,1.04
3923.39,Country,2019/12,Office Buildings,3722.76,1566.52,546.36,2.87
,Country,2020/01,Office Buildings,,,,
396.78,Country,2020/02,Office Buildings,165.78,396.78,165.78,2.39
613.4,Country,2020/03,Office Buildings,428.22,216.62,262.44,0.83
703.34,Country,2020/04,Office Buildings,642.61,89.94,214.39,0.42
884.85,Country,2020/05,Office Buildings,916.62,181.51,274.01,0.66
1028.94,Country,2020/06,Office Buildings,1289.55,144.09,372.93,0.39
1206.54,Country,2020/07,Office Buildings,1576.68,177.6,287.13,0.62
1282,Country,2020/08,Office Buildings,1832.19,75.46,255.51,0.3
1415.84,Country,2020/09,Office Buildings,2189.62,133.84,357.43,0.37
1631.55,Country,2020/10,Office Buildings,2449.49,215.71,259.87,0.83
1898.66,Country,2020/11,Office Buildings,2770.88,267.11,321.39,0.83
3041.59,Country,2020/12,Office Buildings,3334.33,1142.93,563.45,2.03
,Country,2021/01,Office Buildings,,,,
438.62,Country,2021/02,Office Buildings,259.22,438.62,259.22,1.69
641.39,Country,2021/03,Office Buildings,575.45,202.77,316.23,0.64
757.09,Country,2021/04,Office Buildings,771.17,115.7,195.72,0.59
947.12,Country,2021/05,Office Buildings,1012.95,190.03,241.78,0.79
1245.17,Country,2021/06,Office Buildings,1418,298.05,405.05,0.74
1412.59,Country,2021/07,Office Buildings,1675.99,167.42,257.99,0.65
1555.93,Country,2021/08,Office Buildings,1900.89,143.34,224.9,0.64
1662.19,Country,2021/09,Office Buildings,2256.95,106.26,356.06,0.3
1851.22,Country,2021/10,Office Buildings,2507.56,189.03,250.61,0.75
2217.09,Country,2021/11,Office Buildings,2826.88,365.87,319.32,1.15
3375.76,Country,2021/12,Office Buildings,3374.66,1158.67,547.78,2.12
,Country,2022/01,Office Buildings,,,,
398.51,Country,2022/02,Office Buildings,351.42,398.51,351.42,1.13
518.92,Country,2022/03,Office Buildings,718.31,120.41,366.89,0.33
589.44,Country,2022/04,Office Buildings,887.24,70.52,168.93,0.42
671.9,Country,2022/05,Office Buildings,1161.15,82.46,273.91,0.3
872.11,Country,2022/06,Office Buildings,1642.5,200.21,481.35,0.42
952.32,Country,2022/07,Office Buildings,1837.95,80.21,195.45,0.41
1102.43,Country,2022/08,Office Buildings,2025.57,150.11,187.62,0.8
46748.28,Country,2019/09,Real Estate Total,,,,
54211.14,Country,2019/10,Real Estate Total,,7462.86,,
63846.49,Country,2019/11,Real Estate Total,,9635.35,,
95941.53,Country,2019/12,Real Estate Total,,32095.04,,
,Country,2020/01,Real Estate Total,,,,
9635.54,Country,2020/02,Real Estate Total,,9635.54,,
15557.21,Country,2020/03,Real Estate Total,,5921.67,,
19286.05,Country,2020/04,Real Estate Total,,3728.84,,
23687.12,Country,2020/05,Real Estate Total,,4401.07,,
29029.81,Country,2020/06,Real Estate Total,,5342.69,,
33248.41,Country,2020/07,Real Estate Total,,4218.6,,
37107.48,Country,2020/08,Real Estate Total,,3859.07,,
41338.2,Country,2020/09,Real Estate Total,,4230.72,,
49239.73,Country,2020/10,Real Estate Total,,7901.53,,
59172.64,Country,2020/11,Real Estate Total,,9932.91,,
91218.23,Country,2020/12,Real Estate Total,,32045.59,,
,Country,2021/01,Real Estate Total,,,,
13524.97,Country,2021/02,Real Estate Total,,13524.97,,
19121.96,Country,2021/03,Real Estate Total,,5596.99,,
22735.52,Country,2021/04,Real Estate Total,,3613.56,,
27582.69,Country,2021/05,Real Estate Total,,4847.17,,
36481.04,Country,2021/06,Real Estate Total,,8898.35,,
41782.25,Country,2021/07,Real Estate Total,,5301.21,,
46738.95,Country,2021/08,Real Estate Total,,4956.7,,
51012.65,Country,2021/09,Real Estate Total,,4273.7,,
57290.28,Country,2021/10,Real Estate Total,,6277.63,,
68753.82,Country,2021/11,Real Estate Total,,11463.54,,
101411.94,Country,2021/12,Real Estate Total,,32658.12,,
,Country,2022/01,Real Estate Total,,,,
12199.53,Country,2022/02,Real Estate Total,,12199.53,,
16929.25,Country,2022/03,Real Estate Total,,4729.72,,
20030.06,Country,2022/04,Real Estate Total,,3100.81,,
23361.6,Country,2022/05,Real Estate Total,,3331.54,,
28635.79,Country,2022/06,Real Estate Total,,5274.19,,
32027.62,Country,2022/07,Real Estate Total,,3391.83,,
36861.14,Country,2022/08,Real Estate Total,,4833.52,,
74.12,Fujian,2020/02,Commercialized Buildings Sold,391.36,,,
200.53,Fujian,2020/03,Commercialized Buildings Sold,961.82,126.41,570.46,0.2215931
275.88,Fujian,2020/04,Commercialized Buildings Sold,1467.59,75.35,505.77,0.148980762
342.69,Fujian,2020/05,Commercialized Buildings Sold,2062.64,66.81,595.05,0.112276279
482.19,Fujian,2020/06,Commercialized Buildings Sold,2996.27,139.5,933.63,0.149416793
523.62,Fujian,2020/07,Commercialized Buildings Sold,3483.85,41.43,487.58,0.084970671
566.14,Fujian,2020/08,Commercialized Buildings Sold,3981.86,42.52,498.01,0.085379812
619.72,Fujian,2020/09,Commercialized Buildings Sold,4669.93,53.58,688.07,0.077869984
682.26,Fujian,2020/10,Commercialized Buildings Sold,5239.8,62.54,569.87,0.109744328
765.68,Fujian,2020/11,Commercialized Buildings Sold,5819.68,83.42,579.88,0.14385735
