Province,Date,Total Sale accumulate(100 million yuan),Total Sale (100 million yuan),Building Type
Gansu,2022/02,92.06,,Commercialized Residential Buildings Sold
Gansu,2022/03,182.72,86.66,Commercialized Buildings Sold
Gansu,2022/03,172.93,80.87,Commercialized Residential Buildings Sold
Gansu,2022/04,232.51,49.79,Commercialized Buildings Sold
Gansu,2022/04,220.51,47.58,Commercialized Residential Buildings Sold
Gansu,2022/05,323.45,90.94,Commercialized Buildings Sold
Gansu,2022/05,306.19,85.68,Commercialized Residential Buildings Sold
Gansu,2022/06,461.11,137.66,Commercialized Buildings Sold
Gansu,2022/06,436.82,130.63,Commercialized Residential Buildings Sold
Gansu,2022/07,507.75,46.64,Commercialized Buildings Sold
Gansu,2022/07,478.38,41.56,Commercialized Residential Buildings Sold
Gansu,2022/08,569.82,62.07,Commercialized Buildings Sold
Gansu,2022/08,535.1,56.72,Commercialized Residential Buildings Sold
Guangdong,2020/02,1101.95,,Commercialized Buildings Sold
Guangdong,2020/02,920.16,,Commercialized Residential Buildings Sold
Guangdong,2020/03,2557.51,1455.56,Commercialized Buildings Sold
Guangdong,2020/03,2202.52,1282.36,Commercialized Residential Buildings Sold
Guangdong,2020/04,3786.36,1228.85,Commercialized Buildings Sold
Guangdong,2020/04,3310.78,1108.26,Commercialized Residential Buildings Sold
Guangdong,2020/05,5271.92,1485.56,Commercialized Buildings Sold
Guangdong,2020/05,4586.74,1275.96,Commercialized Residential Buildings Sold
Guangdong,2020/06,7456.92,2185,Commercialized Buildings Sold
Guangdong,2020/06,6444.91,1858.17,Commercialized Residential Buildings Sold
Guangdong,2020/07,9371.57,1914.65,Commercialized Buildings Sold
Guangdong,2020/07,8205.08,1760.17,Commercialized Residential Buildings Sold
Guangdong,2020/08,11424.4,2052.83,Commercialized Buildings Sold
Guangdong,2020/08,10044.12,1839.04,Commercialized Residential Buildings Sold
Guangdong,2020/09,14152.8,2728.4,Commercialized Buildings Sold
Guangdong,2020/09,12509.27,2465.15,Commercialized Residential Buildings Sold
Guangdong,2020/10,16415.51,2262.71,Commercialized Buildings Sold
Guangdong,2020/10,14494.38,1985.11,Commercialized Residential Buildings Sold
Guangdong,2020/11,18955.87,2540.36,Commercialized Buildings Sold
Guangdong,2020/11,16678.87,2184.49,Commercialized Residential Buildings Sold
Guangdong,2020/12,22572.51,3616.64,Commercialized Buildings Sold
Guangdong,2020/12,19829.63,3150.76,Commercialized Residential Buildings Sold
Guangdong,2021/01,,,Commercialized Buildings Sold
Guangdong,2021/01,,,Commercialized Residential Buildings Sold
Guangdong,2021/02,3029.11,,Commercialized Buildings Sold
Guangdong,2021/02,2755.88,,Commercialized Residential Buildings Sold
Guangdong,2021/03,5317.61,2288.5,Commercialized Buildings Sold
Guangdong,2021/03,4824.35,2068.47,Commercialized Residential Buildings Sold
Guangdong,2021/04,7288.48,1970.87,Commercialized Buildings Sold
Guangdong,2021/04,6576.6,1752.25,Commercialized Residential Buildings Sold
Guangdong,2021/05,9250.25,1961.77,Commercialized Buildings Sold
Guangdong,2021/05,8341.6,1765,Commercialized Residential Buildings Sold
Guangdong,2021/06,11460.87,2210.62,Commercialized Buildings Sold
Guangdong,2021/06,10268.15,1926.55,Commercialized Residential Buildings Sold
Guangdong,2021/07,13145.85,1684.98,Commercialized Buildings Sold
Guangdong,2021/07,11714.05,1445.9,Commercialized Residential Buildings Sold
Guangdong,2021/08,14547.82,1401.97,Commercialized Buildings Sold
Guangdong,2021/08,12881.98,1167.93,Commercialized Residential Buildings Sold
Guangdong,2021/09,16414.48,1866.66,Commercialized Buildings Sold
Guangdong,2021/09,14488.34,1606.36,Commercialized Residential Buildings Sold
Guangdong,2021/10,17973.06,1558.58,Commercialized Buildings Sold
Guangdong,2021/10,15864.92,1376.58,Commercialized Residential Buildings Sold
Guangdong,2021/11,19812.22,1839.16,Commercialized Buildings Sold
Guangdong,2021/11,17455.6,1590.68,Commercialized Residential Buildings Sold
Guangdong,2021/12,22320.27,2508.05,Commercialized Buildings Sold
Guangdong,2021/12,19457.63,2002.03,Commercialized Residential Buildings Sold
Guangdong,2022/01,,,Commercialized Buildings Sold
Guangdong,2022/01,,,Commercialized Residential Buildings Sold
Guangdong,2022/02,1909.89,,Commercialized Buildings Sold
Guangdong,2022/02,1647.96,,Commercialized Residential Buildings Sold
Guangdong,2022/03,3383.53,1473.64,Commercialized Buildings Sold
Guangdong,2022/03,2927.66,1279.7,Commercialized Residential Buildings Sold
Guangdong,2022/04,4436.27,1052.74,Commercialized Buildings Sold
Guangdong,2022/04,3864.89,937.23,Commercialized Residential Buildings Sold
Guangdong,2022/05,5914.72,1478.45,Commercialized Buildings Sold
Guangdong,2022/05,5157.54,1292.65,Commercialized Residential Buildings Sold
Guangdong,2022/06,7876.09,1961.37,Commercialized Buildings Sold
Guangdong,2022/06,6772.74,1615.2,Commercialized Residential Buildings Sold
Guangdong,2022/07,9075.95,1199.86,Commercialized Buildings Sold
Guangdong,2022/07,7797.08,1024.34,Commercialized Residential Buildings Sold
Guangdong,2022/08,10287.79,1211.84,Commercialized Buildings Sold
Guangdong,2022/08,8851.16,1054.08,Commercialized Residential Buildings Sold
Guangxi,2020/02,244.36,,Commercialized Buildings Sold
Guangxi,2020/02,213.54,,Commercialized Residential Buildings Sold
Guangxi,2020/03,596.8,352.44,Commercialized Buildings Sold
Guangxi,2020/03,532.58,319.04,Commercialized Residential Buildings Sold
Guangxi,2020/04,918.68,321.88,Commercialized Buildings Sold
Guangxi,2020/04,822.33,289.75,Commercialized Residential Buildings Sold
Guangxi,2020/05,1267.64,348.96,Commercialized Buildings Sold
Guangxi,2020/05,1142.8,320.47,Commercialized Residential Buildings Sold
Guangxi,2020/06,1786.11,518.47,Commercialized Buildings Sold
Guangxi,2020/06,1611.8,469,Commercialized Residential Buildings Sold
Guangxi,2020/07,2082.17,296.06,Commercialized Buildings Sold
Guangxi,2020/07,1883.62,271.82,Commercialized Residential Buildings Sold
Guangxi,2020/08,2377.39,295.22,Commercialized Buildings Sold
Guangxi,2020/08,2153.32,269.7,Commercialized Residential Buildings Sold
Guangxi,2020/09,2770.84,393.45,Commercialized Buildings Sold
Guangxi,2020/09,2505.03,351.71,Commercialized Residential Buildings Sold
Guangxi,2020/10,3155.62,384.78,Commercialized Buildings Sold
Guangxi,2020/10,2861.57,356.54,Commercialized Residential Buildings Sold
Guangxi,2020/11,3540.1,384.48,Commercialized Buildings Sold
Guangxi,2020/11,3199.86,338.29,Commercialized Residential Buildings Sold
Guangxi,2020/12,4251.47,711.37,Commercialized Buildings Sold
Guangxi,2020/12,3803.55,603.69,Commercialized Residential Buildings Sold
Guangxi,2021/01,,,Commercialized Buildings Sold
Guangxi,2021/01,,,Commercialized Residential Buildings Sold
Guangxi,2021/02,376.32,,Commercialized Buildings Sold
Guangxi,2021/02,343.65,,Commercialized Residential Buildings Sold
Guangxi,2021/03,823.91,447.59,Commercialized Buildings Sold
Guangxi,2021/03,741.7,398.05,Commercialized Residential Buildings Sold
Guangxi,2021/04,1088.97,265.06,Commercialized Buildings Sold
Guangxi,2021/04,982.62,240.92,Commercialized Residential Buildings Sold
Guangxi,2021/05,1458.13,369.16,Commercialized Buildings Sold
Guangxi,2021/05,1323.47,340.85,Commercialized Residential Buildings Sold
Guangxi,2021/06,1934.38,476.25,Commercialized Buildings Sold
Guangxi,2021/06,1706.63,383.16,Commercialized Residential Buildings Sold
Guangxi,2021/07,2144.17,209.79,Commercialized Buildings Sold
Guangxi,2021/07,1896.19,189.56,Commercialized Residential Buildings Sold
Guangxi,2021/08,2353.65,209.48,Commercialized Buildings Sold
Guangxi,2021/08,2080.26,184.07,Commercialized Residential Buildings Sold
Guangxi,2021/09,2695.43,341.78,Commercialized Buildings Sold
Guangxi,2021/09,2358.5,278.24,Commercialized Residential Buildings Sold
Guangxi,2021/10,2948.72,253.29,Commercialized Buildings Sold
Guangxi,2021/10,2591.32,232.82,Commercialized Residential Buildings Sold
Guangxi,2021/11,3194.59,245.87,Commercialized Buildings Sold
Guangxi,2021/11,2811.13,219.81,Commercialized Residential Buildings Sold
Guangxi,2021/12,3672.49,477.9,Commercialized Buildings Sold
Guangxi,2021/12,3164.41,353.28,Commercialized Residential Buildings Sold
Guangxi,2022/01,,,Commercialized Buildings Sold
Guangxi,2022/01,,,Commercialized Residential Buildings Sold
Guangxi,2022/02,342.13,,Commercialized Buildings Sold
Guangxi,2022/02,298.07,,Commercialized Residential Buildings Sold
Guangxi,2022/03,627.15,285.02,Commercialized Buildings Sold
Guangxi,2022/03,532.44,234.37,Commercialized Residential Buildings Sold
Guangxi,2022/04,795.45,168.3,Commercialized Buildings Sold
Guangxi,2022/04,670.08,137.64,Commercialized Residential Buildings Sold
Guangxi,2022/05,1074.67,279.22,Commercialized Buildings Sold
Guangxi,2022/05,868.64,198.56,Commercialized Residential Buildings Sold
Guangxi,2022/06,1478.42,403.75,Commercialized Buildings Sold
Guangxi,2022/06,1137.89,269.25,Commercialized Residential Buildings Sold
Guangxi,2022/07,1590.3,111.88,Commercialized Buildings Sold
Guangxi,2022/07,1230.69,92.8,Commercialized Residential Buildings Sold
Guangxi,2022/08,1687.91,97.61,Commercialized Buildings Sold
Guangxi,2022/08,1322.4,91.71,Commercialized Residential Buildings Sold
Guizhou,2020/02,205.21,,Commercialized Buildings Sold
Guizhou,2020/02,172.47,,Commercialized Residential Buildings Sold
Guizhou,2020/03,505.54,300.33,Commercialized Buildings Sold
Guizhou,2020/03,408.15,235.68,Commercialized Residential Buildings Sold
Guizhou,2020/04,730.72,225.18,Commercialized Buildings Sold
Guizhou,2020/04,604.31,196.16,Commercialized Residential Buildings Sold
Guizhou,2020/05,977.37,246.65,Commercialized Buildings Sold
Guizhou,2020/05,816.14,211.83,Commercialized Residential Buildings Sold
Guizhou,2020/06,1347.41,370.04,Commercialized Buildings Sold
Guizhou,2020/06,1128.52,312.38,Commercialized Residential Buildings Sold
Guizhou,2020/07,1594.63,247.22,Commercialized Buildings Sold
Guizhou,2020/07,1342.52,214,Commercialized Residential Buildings Sold
Guizhou,2020/08,1898.57,303.94,Commercialized Buildings Sold
Guizhou,2020/08,1612.92,270.4,Commercialized Residential Buildings Sold
Guizhou,2020/09,2208.77,310.2,Commercialized Buildings Sold
Guizhou,2020/09,1877.53,264.61,Commercialized Residential Buildings Sold
Guizhou,2020/10,2540.02,331.25,Commercialized Buildings Sold
Guizhou,2020/10,2166.37,288.84,Commercialized Residential Buildings Sold
Guizhou,2020/11,2867.66,327.64,Commercialized Buildings Sold
Guizhou,2020/11,2450.21,283.84,Commercialized Residential Buildings Sold
Guizhou,2020/12,3224.23,356.57,Commercialized Buildings Sold
Guizhou,2020/12,2760.73,310.52,Commercialized Residential Buildings Sold
Guizhou,2021/01,,,Commercialized Buildings Sold
Guizhou,2021/01,,,Commercialized Residential Buildings Sold
Guizhou,2021/02,357.31,,Commercialized Buildings Sold
Guizhou,2021/02,315.45,,Commercialized Residential Buildings Sold
Guizhou,2021/03,722.15,364.84,Commercialized Buildings Sold
Guizhou,2021/03,607.33,291.88,Commercialized Residential Buildings Sold
Guizhou,2021/04,940.08,217.93,Commercialized Buildings Sold
Guizhou,2021/04,812.63,205.3,Commercialized Residential Buildings Sold
Guizhou,2021/05,1189.51,249.43,Commercialized Buildings Sold
Guizhou,2021/05,1030.67,218.04,Commercialized Residential Buildings Sold
Guizhou,2021/06,1515,325.49,Commercialized Buildings Sold
Guizhou,2021/06,1302.03,271.36,Commercialized Residential Buildings Sold
Guizhou,2021/07,1696.59,181.59,Commercialized Buildings Sold
Guizhou,2021/07,1461.34,159.31,Commercialized Residential Buildings Sold
Guizhou,2021/08,1927.42,230.83,Commercialized Buildings Sold
Guizhou,2021/08,1655.28,193.94,Commercialized Residential Buildings Sold
Guizhou,2021/09,2158.8,231.38,Commercialized Buildings Sold
Guizhou,2021/09,1846.29,191.01,Commercialized Residential Buildings Sold
Guizhou,2021/10,2509.64,350.84,Commercialized Buildings Sold
Guizhou,2021/10,2155.02,308.73,Commercialized Residential Buildings Sold
Guizhou,2021/11,2840.76,331.12,Commercialized Buildings Sold
Guizhou,2021/11,2427.79,272.77,Commercialized Residential Buildings Sold
Guizhou,2021/12,3243.93,403.17,Commercialized Buildings Sold
Guizhou,2021/12,2713.37,285.58,Commercialized Residential Buildings Sold
Guizhou,2022/01,,,Commercialized Buildings Sold
Guizhou,2022/01,,,Commercialized Residential Buildings Sold
Guizhou,2022/02,361.46,,Commercialized Buildings Sold
Guizhou,2022/02,302.48,,Commercialized Residential Buildings Sold
Guizhou,2022/03,610.69,249.23,Commercialized Buildings Sold
Guizhou,2022/03,516.41,213.93,Commercialized Residential Buildings Sold
Guizhou,2022/04,774.48,163.79,Commercialized Buildings Sold
Guizhou,2022/04,650.04,133.63,Commercialized Residential Buildings Sold
Guizhou,2022/05,951.64,177.16,Commercialized Buildings Sold
Guizhou,2022/05,801.22,151.18,Commercialized Residential Buildings Sold
Guizhou,2022/06,1199,247.36,Commercialized Buildings Sold
Guizhou,2022/06,1019.01,217.79,Commercialized Residential Buildings Sold
Guizhou,2022/07,1305.25,106.25,Commercialized Buildings Sold
Guizhou,2022/07,1112.77,93.76,Commercialized Residential Buildings Sold
Guizhou,2022/08,1429.88,124.63,Commercialized Buildings Sold
Guizhou,2022/08,1223.52,110.75,Commercialized Residential Buildings Sold
Hainan,2020/02,93.67,,Commercialized Buildings Sold
Hainan,2020/02,83.52,,Commercialized Residential Buildings Sold
Hainan,2020/03,160.59,66.92,Commercialized Buildings Sold
Hainan,2020/03,141.59,58.07,Commercialized Residential Buildings Sold
Hainan,2020/04,224.91,64.32,Commercialized Buildings Sold
Hainan,2020/04,198.1,56.51,Commercialized Residential Buildings Sold
Hainan,2020/05,288.07,63.16,Commercialized Buildings Sold
Hainan,2020/05,256.71,58.61,Commercialized Residential Buildings Sold
Hainan,2020/06,404.99,116.92,Commercialized Buildings Sold
Hainan,2020/06,360.97,104.26,Commercialized Residential Buildings Sold
Hainan,2020/07,525.78,120.79,Commercialized Buildings Sold
Hainan,2020/07,463.77,102.8,Commercialized Residential Buildings Sold
Hainan,2020/08,658,132.22,Commercialized Buildings Sold
Hainan,2020/08,575.44,111.67,Commercialized Residential Buildings Sold
Hainan,2020/09,797.88,139.88,Commercialized Buildings Sold
Hainan,2020/09,698.76,123.32,Commercialized Residential Buildings Sold
Hainan,2020/10,910.72,112.84,Commercialized Buildings Sold
Hainan,2020/10,793.06,94.3,Commercialized Residential Buildings Sold
Hainan,2020/11,1032.45,121.73,Commercialized Buildings Sold
Hainan,2020/11,895.36,102.3,Commercialized Residential Buildings Sold
Hainan,2020/12,1232.08,199.63,Commercialized Buildings Sold
Hainan,2020/12,1048.92,153.56,Commercialized Residential Buildings Sold
Hainan,2021/01,,,Commercialized Buildings Sold
Hainan,2021/01,,,Commercialized Residential Buildings Sold
Hainan,2021/02,175.26,,Commercialized Buildings Sold
Hainan,2021/02,141.36,,Commercialized Residential Buildings Sold
Hainan,2021/03,295.57,120.31,Commercialized Buildings Sold
Hainan,2021/03,230.81,89.45,Commercialized Residential Buildings Sold
Hainan,2021/04,405.24,109.67,Commercialized Buildings Sold
Hainan,2021/04,312.3,81.49,Commercialized Residential Buildings Sold
Hainan,2021/05,527.26,122.02,Commercialized Buildings Sold
Hainan,2021/05,395.73,83.43,Commercialized Residential Buildings Sold
Hainan,2021/06,680.23,152.97,Commercialized Buildings Sold
Hainan,2021/06,513.91,118.18,Commercialized Residential Buildings Sold
Hainan,2021/07,833.73,153.5,Commercialized Buildings Sold
Hainan,2021/07,631.27,117.36,Commercialized Residential Buildings Sold
Hainan,2021/08,969.85,136.12,Commercialized Buildings Sold
Hainan,2021/08,734.46,103.19,Commercialized Residential Buildings Sold
Hainan,2021/09,1096.2,126.35,Commercialized Buildings Sold
Hainan,2021/09,833.96,99.5,Commercialized Residential Buildings Sold
Hainan,2021/10,1204.68,108.48,Commercialized Buildings Sold
Hainan,2021/10,920.51,86.55,Commercialized Residential Buildings Sold
Hainan,2021/11,1352.97,148.29,Commercialized Buildings Sold
Hainan,2021/11,1031.63,111.12,Commercialized Residential Buildings Sold
Hainan,2021/12,1559.24,206.27,Commercialized Buildings Sold
Hainan,2021/12,1179.59,147.96,Commercialized Residential Buildings Sold
Hainan,2022/01,,,Commercialized Buildings Sold
Hainan,2022/01,,,Commercialized Residential Buildings Sold
Hainan,2022/02,174.49,,Commercialized Buildings Sold
Hainan,2022/02,141.93,,Commercialized Residential Buildings Sold
Hainan,2022/03,285.92,111.43,Commercialized Buildings Sold
Hainan,2022/03,240.87,98.94,Commercialized Residential Buildings Sold
Hainan,2022/04,380.86,94.94,Commercialized Buildings Sold
Hainan,2022/04,321.67,80.8,Commercialized Residential Buildings Sold
Hainan,2022/05,474.49,93.63,Commercialized Buildings Sold
Hainan,2022/05,399.06,77.39,Commercialized Residential Buildings Sold
Hainan,2022/06,583,108.51,Commercialized Buildings Sold
Hainan,2022/06,491.95,92.89,Commercialized Residential Buildings Sold
Hainan,2022/07,663.43,80.43,Commercialized Buildings Sold
Hainan,2022/07,562.28,70.33,Commercialized Residential Buildings Sold
Hainan,2022/08,701.14,37.71,Commercialized Buildings Sold
Hainan,2022/08,592.44,30.16,Commercialized Residential Buildings Sold
Hebei,2020/02,105.42,,Commercialized Buildings Sold
Hebei,2020/02,97.99,,Commercialized Residential Buildings Sold
Hebei,2020/03,357.74,252.32,Commercialized Buildings Sold
Hebei,2020/03,330.84,232.85,Commercialized Residential Buildings Sold
Hebei,2020/04,581.53,223.79,Commercialized Buildings Sold
Hebei,2020/04,537.66,206.82,Commercialized Residential Buildings Sold
Hebei,2020/05,1061.78,480.25,Commercialized Buildings Sold
Hebei,2020/05,991.12,453.46,Commercialized Residential Buildings Sold
Hebei,2020/06,1829.94,768.16,Commercialized Buildings Sold
Hebei,2020/06,1682.31,691.19,Commercialized Residential Buildings Sold
Hebei,2020/07,2277.09,447.15,Commercialized Buildings Sold
Hebei,2020/07,2075.21,392.9,Commercialized Residential Buildings Sold
Hebei,2020/08,2678.59,401.5,Commercialized Buildings Sold
Hebei,2020/08,2452.72,377.51,Commercialized Residential Buildings Sold
Hebei,2020/09,3128.05,449.46,Commercialized Buildings Sold
Hebei,2020/09,2886.15,433.43,Commercialized Residential Buildings Sold
Hebei,2020/10,3458.52,330.47,Commercialized Buildings Sold
Hebei,2020/10,3210.85,324.7,Commercialized Residential Buildings Sold
Hebei,2020/11,4076.96,618.44,Commercialized Buildings Sold
Hebei,2020/11,3796.38,585.53,Commercialized Residential Buildings Sold
Hebei,2020/12,4950.38,873.42,Commercialized Buildings Sold
Hebei,2020/12,4597.91,801.53,Commercialized Residential Buildings Sold
Hebei,2021/01,,,Commercialized Buildings Sold
Hebei,2021/01,,,Commercialized Residential Buildings Sold
Hebei,2021/02,239.94,,Commercialized Buildings Sold
Hebei,2021/02,228.22,,Commercialized Residential Buildings Sold
Hebei,2021/03,663.44,423.5,Commercialized Buildings Sold
Hebei,2021/03,634.58,406.36,Commercialized Residential Buildings Sold
Hebei,2021/04,968.23,304.79,Commercialized Buildings Sold
Hebei,2021/04,927.58,293,Commercialized Residential Buildings Sold
Hebei,2021/05,1444.35,476.12,Commercialized Buildings Sold
Hebei,2021/05,1385.44,457.86,Commercialized Residential Buildings Sold
Hebei,2021/06,2118.96,674.61,Commercialized Buildings Sold
Hebei,2021/06,2029.57,644.13,Commercialized Residential Buildings Sold
Hebei,2021/07,2513.49,394.53,Commercialized Buildings Sold
Hebei,2021/07,2410.7,381.13,Commercialized Residential Buildings Sold
Hebei,2021/08,3005.15,491.66,Commercialized Buildings Sold
Hebei,2021/08,2878.41,467.71,Commercialized Residential Buildings Sold
Hebei,2021/09,3417.81,412.66,Commercialized Buildings Sold
Hebei,2021/09,3268.3,389.89,Commercialized Residential Buildings Sold
Hebei,2021/10,3781.74,363.93,Commercialized Buildings Sold
Hebei,2021/10,3612.98,344.68,Commercialized Residential Buildings Sold
Hebei,2021/11,4251.02,469.28,Commercialized Buildings Sold
Hebei,2021/11,4065.69,452.71,Commercialized Residential Buildings Sold
Hebei,2021/12,5052.9,801.88,Commercialized Buildings Sold
Hebei,2021/12,4814.32,748.63,Commercialized Residential Buildings Sold
Hebei,2022/01,,,Commercialized Buildings Sold
Hebei,2022/01,,,Commercialized Residential Buildings Sold
Hebei,2022/02,254.75,,Commercialized Buildings Sold
Hebei,2022/02,241.61,,Commercialized Residential Buildings Sold
Hebei,2022/03,603.87,349.12,Commercialized Buildings Sold
Hebei,2022/03,579.7,338.09,Commercialized Residential Buildings Sold
Hebei,2022/04,806.23,202.36,Commercialized Buildings Sold
Hebei,2022/04,770.08,190.38,Commercialized Residential Buildings Sold
Hebei,2022/05,1094.75,288.52,Commercialized Buildings Sold
Hebei,2022/05,1045.85,275.77,Commercialized Residential Buildings Sold
Hebei,2022/06,1663.41,568.66,Commercialized Buildings Sold
Hebei,2022/06,1546.26,500.41,Commercialized Residential Buildings Sold
Hebei,2022/07,1931.49,268.08,Commercialized Buildings Sold
Hebei,2022/07,1803.66,257.4,Commercialized Residential Buildings Sold
Hebei,2022/08,2315.31,383.82,Commercialized Buildings Sold
Hebei,2022/08,2175.78,372.12,Commercialized Residential Buildings Sold
Heilongjiang,2020/02,12.25,,Commercialized Buildings Sold
Heilongjiang,2020/02,11.07,,Commercialized Residential Buildings Sold
Heilongjiang,2020/03,68.64,56.39,Commercialized Buildings Sold
Heilongjiang,2020/03,63.33,52.26,Commercialized Residential Buildings Sold
Heilongjiang,2020/04,130.07,61.43,Commercialized Buildings Sold
Heilongjiang,2020/04,121.19,57.86,Commercialized Residential Buildings Sold
Heilongjiang,2020/05,197.37,67.3,Commercialized Buildings Sold
Heilongjiang,2020/05,182.51,61.32,Commercialized Residential Buildings Sold
Heilongjiang,2020/06,276.24,78.87,Commercialized Buildings Sold
Heilongjiang,2020/06,247.29,64.78,Commercialized Residential Buildings Sold
Heilongjiang,2020/07,379.01,102.77,Commercialized Buildings Sold
Heilongjiang,2020/07,338.3,91.01,Commercialized Residential Buildings Sold
Heilongjiang,2020/08,513.27,134.26,Commercialized Buildings Sold
Heilongjiang,2020/08,460.22,121.92,Commercialized Residential Buildings Sold
Heilongjiang,2020/09,639.33,126.06,Commercialized Buildings Sold
Heilongjiang,2020/09,573.43,113.21,Commercialized Residential Buildings Sold
Heilongjiang,2020/10,787.82,148.49,Commercialized Buildings Sold
Heilongjiang,2020/10,701.18,127.75,Commercialized Residential Buildings Sold
Heilongjiang,2020/11,935.55,147.73,Commercialized Buildings Sold
Heilongjiang,2020/11,833.26,132.08,Commercialized Residential Buildings Sold
Heilongjiang,2020/12,1064.2,128.65,Commercialized Buildings Sold
Heilongjiang,2020/12,946.15,112.89,Commercialized Residential Buildings Sold
Heilongjiang,2021/01,,,Commercialized Buildings Sold
Heilongjiang,2021/01,,,Commercialized Residential Buildings Sold
Heilongjiang,2021/02,30.17,,Commercialized Buildings Sold
Heilongjiang,2021/02,26.77,,Commercialized Residential Buildings Sold
Heilongjiang,2021/03,102.11,71.94,Commercialized Buildings Sold
Heilongjiang,2021/03,92.11,65.34,Commercialized Residential Buildings Sold
Heilongjiang,2021/04,169.89,67.78,Commercialized Buildings Sold
Heilongjiang,2021/04,154.18,62.07,Commercialized Residential Buildings Sold
Heilongjiang,2021/05,247.35,77.46,Commercialized Buildings Sold
Heilongjiang,2021/05,223.74,69.56,Commercialized Residential Buildings Sold
Heilongjiang,2021/06,333.96,86.61,Commercialized Buildings Sold
Heilongjiang,2021/06,303.38,79.64,Commercialized Residential Buildings Sold
Heilongjiang,2021/07,407.61,73.65,Commercialized Buildings Sold
Heilongjiang,2021/07,366.28,62.9,Commercialized Residential Buildings Sold
Heilongjiang,2021/08,493.3,85.69,Commercialized Buildings Sold
Heilongjiang,2021/08,443.04,76.76,Commercialized Residential Buildings Sold
Heilongjiang,2021/09,587.66,94.36,Commercialized Buildings Sold
Heilongjiang,2021/09,521.19,78.15,Commercialized Residential Buildings Sold
Heilongjiang,2021/10,662.18,74.52,Commercialized Buildings Sold
Heilongjiang,2021/10,586.27,65.08,Commercialized Residential Buildings Sold
Heilongjiang,2021/11,764.68,102.5,Commercialized Buildings Sold
Heilongjiang,2021/11,674.08,87.81,Commercialized Residential Buildings Sold
Heilongjiang,2021/12,858.08,93.4,Commercialized Buildings Sold
Heilongjiang,2021/12,751.89,77.81,Commercialized Residential Buildings Sold
Heilongjiang,2022/01,,,Commercialized Buildings Sold
Heilongjiang,2022/01,,,Commercialized Residential Buildings Sold
Heilongjiang,2022/02,39.46,,Commercialized Buildings Sold
Heilongjiang,2022/02,35.17,,Commercialized Residential Buildings Sold
Heilongjiang,2022/03,91.04,51.58,Commercialized Buildings Sold
Heilongjiang,2022/03,81.52,46.35,Commercialized Residential Buildings Sold
Heilongjiang,2022/04,114.38,23.34,Commercialized Buildings Sold
Heilongjiang,2022/04,102.96,21.44,Commercialized Residential Buildings Sold
Heilongjiang,2022/05,158.31,43.93,Commercialized Buildings Sold
Heilongjiang,2022/05,141.92,38.96,Commercialized Residential Buildings Sold
Heilongjiang,2022/06,218.13,59.82,Commercialized Buildings Sold
Heilongjiang,2022/06,195.06,53.14,Commercialized Residential Buildings Sold
Heilongjiang,2022/07,279.91,61.78,Commercialized Buildings Sold
Heilongjiang,2022/07,252.74,57.68,Commercialized Residential Buildings Sold
Heilongjiang,2022/08,342,62.09,Commercialized Buildings Sold
Heilongjiang,2022/08,307.76,55.02,Commercialized Residential Buildings Sold
Henan,2020/02,333.45,,Commercialized Buildings Sold
